workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,variable,value,Trial,List,ID,Condition,Context,Target,Response,Adj,Contradict,VPinf,Enough
108,3HQUKB7LNFFGDTXRKB8F48ODVLBHHY,10,39,"""English""","""Yes""",Trial7,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,7,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
37,3QL2OFSM96JH6H8M1HPRY1OT45FCNT,10,29,"""English""","""Yes""",Trial7,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,7,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na
41,3WT783CTPBIF58JPYRKI76OZNG3BC5,4,58,"""english""","""Yes""",Trial7,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,7,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na
75,36DSNE9QZ5ZMWGE4CO6Q0U1TKZVJOV,9,30,"""English""","""Yes""",Trial7,10 36-wise-CxC-noE CxC Paul_wanted_to_keep_his_excellent_employee_happy. He_promoted_her. 1 wise He_kept_her_in_the_same_low-level_position. to_promote_her noE,7,10,36-wise-CxC-noE,CxC,Paul_wanted_to_keep_his_excellent_employee_happy.,He_promoted_her.,1,wise,He_kept_her_in_the_same_low-level_position.,to_promote_her,noE
22,31Z0PCVWUKG9PDIA7W3SRE27RAK7T1,1,22,"""English""","""Yes""",Trial8,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,8,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na
20,354P56DE9K48AD5VIWY2H96LPR67SC,1,25,"""english""","""Yes""",Trial8,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,8,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na
16,3TE3O857309PNX8CXVH2V8KHS91R2S,1,35,"""english""","""Yes""",Trial8,2 56-mean-CxC-E CxC Jack_didn't_like_the_movie_his_wife_was_watching. He_turned_off_the_movie. 7 mean_enough He_still_watched_it_with_her. to_turn_off_the_movie E,8,2,56-mean-CxC-E,CxC,Jack_didn't_like_the_movie_his_wife_was_watching.,He_turned_off_the_movie.,7,mean_enough,He_still_watched_it_with_her.,to_turn_off_the_movie,E
12,36U2A8VAG10T1EOO0WF030Z8CW2YKN,5,21,"""English%2C+Polish""","""Yes""",Trial8,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 7 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,8,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,7,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na
118,374TNBHA8BWFCHMJD1ZXZMBHB2UQY7,5,61,"""English""","""Yes""",Trial8,6 56-mean-CnC-noE CnC Jack_saw_a_hungry_dog. He_pretended_to_have_food_for_him. 7 mean He_walked_away. to_pretend_to_have_food_for_him noE,8,6,56-mean-CnC-noE,CnC,Jack_saw_a_hungry_dog.,He_pretended_to_have_food_for_him.,7,mean,He_walked_away.,to_pretend_to_have_food_for_him,noE
120,3WJEQKOXA83QZV4ZCGV2VZL20Z01AE,7,28,"""English""","""Yes""",Trial8,8 2-smart-CxC-noE CxC Jane_saw_a_man_with_a_gun. She_called_the_police. 3 smart She_did_nothing. to_call_the_police noE,8,8,2-smart-CxC-noE,CxC,Jane_saw_a_man_with_a_gun.,She_called_the_police.,3,smart,She_did_nothing.,to_call_the_police,noE
4,3RXCAC0YIRQ9KM1NX1WR6VJDC0IG8O,9,25,"""English""","""Yes""",Trial8,10 1-smart-CxC-noE CxC Jane's_father_couldn't_hear_the_TV. She_turned_up_the_volume. 4 smart She_didn't_change_the_volume. to_turn_up_the_volume noE,8,10,1-smart-CxC-noE,CxC,Jane's_father_couldn't_hear_the_TV.,She_turned_up_the_volume.,4,smart,She_didn't_change_the_volume.,to_turn_up_the_volume,noE
15,3MD9PLUKKIFUEAJWTV9Z9ZPECLBNZ8,10,34,"""english""","""Yes""",Trial8,11 1-smart-CnC-noE CnC Jane_wanted_to_get_a_good_job. She_got_her_high_school_degree. 5 smart She_dropped_out_of_high_school. to_get_her_high_school_degree noE,8,11,1-smart-CnC-noE,CnC,Jane_wanted_to_get_a_good_job.,She_got_her_high_school_degree.,5,smart,She_dropped_out_of_high_school.,to_get_her_high_school_degree,noE
84,3WI0P0II61TCQ76SUK1JRRBLP0QRD1,7,29,"""English""","""Yes""",Trial8,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,8,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
83,3JZQSN0I3QBIZ1BA5F2XGN0ZZ4VGF5,5,22,"""English""","""Yes""",Trial8,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,8,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
114,3TMFV4NEP8F5H8RNC609SY516O8W83,6,24,"""english""","""Yes""",Trial8,7 10-stupid-CnC-E CnC Zack_was_offered_some_contaminated_heroin. He_injected_it. 7 stupid_enough He_refused_to_take_it. to_inject_it E,8,7,10-stupid-CnC-E,CnC,Zack_was_offered_some_contaminated_heroin.,He_injected_it.,7,stupid_enough,He_refused_to_take_it.,to_inject_it,E
101,3M0BCWMB8VXOJ6PUFIKJJ0V2EUUBWI,2,25,"""english""","""Yes""",Trial8,3 21-brave-CxC-noE CxC Greg_was_offered_a_job_as_a_lion_tamer. He_took_the_job. 4 brave He_didn't_take_it. to_take_the_job noE,8,3,21-brave-CxC-noE,CxC,Greg_was_offered_a_job_as_a_lion_tamer.,He_took_the_job.,4,brave,He_didn't_take_it.,to_take_the_job,noE
25,3SITXWYCNVA386UKPNG5LJ99NW0BXB,6,30,"""English""","""Yes""",Trial8,7 38-foolish-CxC-noE CxC Kate_had_a_broken_ankle. She_went_for_a_run. 1 foolish She_rested_her_ankle. to_go_for_a_run noE,8,7,38-foolish-CxC-noE,CxC,Kate_had_a_broken_ankle.,She_went_for_a_run.,1,foolish,She_rested_her_ankle.,to_go_for_a_run,noE
6,3F6HPJW4JD1UVTPYWPR8I7SYKOGW20,3,72,"""English""","""Yes""",Trial8,4 46-polite-CnC-E CnC Chad_was_standing_in_front_of_his_friend's_door. He_knocked_gently. 7 polite_enough He_banged_at_the_door. to_knock_gently E,8,4,46-polite-CnC-E,CnC,Chad_was_standing_in_front_of_his_friend's_door.,He_knocked_gently.,7,polite_enough,He_banged_at_the_door.,to_knock_gently,E
63,3FDJT1UU749VZQE4PUA3S31FHRY5KE,11,22,"""English""","""Yes""",Trial8,12 31-wise-CxC-noE CxC Paul_bought_an_expensive_TV. He_asked_about_the_return_policy. 7 wise He_didn't_ask_the_sales_person_any_questions. to_ask_about_the_return_policy noE,8,12,31-wise-CxC-noE,CxC,Paul_bought_an_expensive_TV.,He_asked_about_the_return_policy.,7,wise,He_didn't_ask_the_sales_person_any_questions.,to_ask_about_the_return_policy,noE
82,3YMU66OBIN92DX2G05QXJ8CCFJ8GH3,6,31,"""English""","""Yes""",Trial8,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,8,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na
26,3NKQQ8O39Y646ZY9YEWOW2Y5WZUDUR,9,44,"""English""","""Yes""",Trial8,10 30-lucky-CnC-E CnC Eve_was_in_a_car_accident. She_got_away_unscathed. 5 lucky_enough She_got_badly_hurt. to_get_away_unscathed E,8,10,30-lucky-CnC-E,CnC,Eve_was_in_a_car_accident.,She_got_away_unscathed.,5,lucky_enough,She_got_badly_hurt.,to_get_away_unscathed,E
92,3TE3O857309PNX8CXVH2V8KHS912R3,8,44,"""English""","""Yes""",Trial8,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,8,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na
65,3V5Q80FXIXSX4VNAM5G6DAH1MVL320,3,28,"""English""","""No""",Trial8,4 33-wise-CnC-E CnC Paul_ran_a_marathon_on_Sunday. He_went_to_bed_early_the_night_before. 7 wise_enough He_stayed_up_late_on_Saturday. to_go_to_bed_early_the_night_before E,8,4,33-wise-CnC-E,CnC,Paul_ran_a_marathon_on_Sunday.,He_went_to_bed_early_the_night_before.,7,wise_enough,He_stayed_up_late_on_Saturday.,to_go_to_bed_early_the_night_before,E
85,3WSELTNVR33R8FG8EZFC154XSIQATV,2,32,"""English""","""Yes""",Trial8,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 1 sad She_shared_an_apartment_with_some_friends. to_live_alone na,8,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,1,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na
98,3HHRAGRYX86XQ41VQCFDB0NQNSRO98,10,32,"""English""","""Yes""",Trial8,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,8,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na
42,34S9DKFK73QU9K9RX97GVSGC6R7YNS,0,28,"""English""","""Yes""",Trial8,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,8,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na
21,3VAR3R6G1P2XCZILLK9ZB4SF3M9O8J,3,24,"""english""","""Yes""",Trial8,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,8,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
11,3SKEMFQBZ36EM8X6NSH64NB6JHZ8KJ,1,24,"""English""","""Yes""",Trial8,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,8,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
62,3ZSY5X72NXC3U4XHKTFZ2LNKTEXROY,9,42,"""english""","""Yes""",Trial8,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,8,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na
59,336YQZE83VFQPEE7A6NJ7GTJ6WT5MJ,5,27,"""English""","""Yes""",Trial8,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,8,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na
2,3MB8LZR5BFU91FHPHHQA9SXC3HYLKI,4,21,"""Spanish+and+English""","""Yes""",Trial8,5 29-lucky-CnC-noE CnC Eve_wanted_to_be_a_model. She_had_beautiful_skin. 7 lucky She_had_bad_skin. to_have_beautiful_skin noE,8,5,29-lucky-CnC-noE,CnC,Eve_wanted_to_be_a_model.,She_had_beautiful_skin.,7,lucky,She_had_bad_skin.,to_have_beautiful_skin,noE
100,3GDTJDAPVUC9CWX984UMJ03A8MU8MO,0,26,"""English""","""Yes""",Trial8,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 4 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,8,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,4,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
111,3XC1O3LBOSN84Y7CBQ42AJK8MUPTLW,10,31,"""English""","""Yes""",Trial8,11 15-fortunate-CnC-E CnC Sue_was_traveling_in_France. She_spoke_some_French. 7 fortunate_enough She_couldn't_understand_the_language. to_speak_some_French E,8,11,15-fortunate-CnC-E,CnC,Sue_was_traveling_in_France.,She_spoke_some_French.,7,fortunate_enough,She_couldn't_understand_the_language.,to_speak_some_French,E
10,320DUZ38G7NY43X6O5TIVLSRSBCGJ8,4,29,"""English""","""Yes""",Trial8,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,8,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
71,3BWI6RSP7GA70U0DH1EXSS26O0XE7I,10,28,"""English""","""Yes""",Trial8,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,8,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na
119,32Q90QCQ1SMVV97X0V36WX7SUKYEKP,1,29,"""english""","""Yes""",Trial8,2 28-lucky-CnC-E CnC Eve_bought_a_raffle_ticket._ She_won_the_first_prize. 5 lucky_enough She_won_a_consolation_prize. to_win_the_first_prize E,8,2,28-lucky-CnC-E,CnC,Eve_bought_a_raffle_ticket._,She_won_the_first_prize.,5,lucky_enough,She_won_a_consolation_prize.,to_win_the_first_prize,E
104,3D4CH1LGEAU9YRKX2T256REOW619G7,6,24,"""english""","""Yes""",Trial8,7 5-smart-CnC-E CnC Jane's_computer_was_hacked. She_changed_her_passwords_immediately. 6 smart_enough She_kept_using_the_same_passwords. to_change_her_passwords_immediately E,8,7,5-smart-CnC-E,CnC,Jane's_computer_was_hacked.,She_changed_her_passwords_immediately.,6,smart_enough,She_kept_using_the_same_passwords.,to_change_her_passwords_immediately,E
87,3JJVG1YBEBYU6NAAJHXAT0IPUXPB50,6,25,"""English""","""Yes""",Trial8,7 10-stupid-CnC-E CnC Zack_was_offered_some_contaminated_heroin. He_injected_it. 7 stupid_enough He_refused_to_take_it. to_inject_it E,8,7,10-stupid-CnC-E,CnC,Zack_was_offered_some_contaminated_heroin.,He_injected_it.,7,stupid_enough,He_refused_to_take_it.,to_inject_it,E
35,39GAF6DQWR1ARJ7XNBMYRMZFL911VF,1,23,"""English""","""Yes""",Trial8,2 28-lucky-CnC-E CnC Eve_bought_a_raffle_ticket._ She_won_the_first_prize. 7 lucky_enough She_won_a_consolation_prize. to_win_the_first_prize E,8,2,28-lucky-CnC-E,CnC,Eve_bought_a_raffle_ticket._,She_won_the_first_prize.,7,lucky_enough,She_won_a_consolation_prize.,to_win_the_first_prize,E
13,3KOPY89HM83XARLITQMYCR3IO683JO,1,30,"""english""","""Yes""",Trial8,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,8,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
77,3DI28L7YXAFTP8LBSLXORIBTLEXE1L,11,21,"""English""","""Yes""",Trial8,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,8,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na
93,38BQUHLA9W1CXOKPFLJIGMTANRYOM7,8,38,"""english""","""Yes""",Trial8,9 59-mean-CxC-noE CxC Jack's_daughter_is_lactose_intolerant. He_gave_her_a_milk_shake. 5 mean He_gave_her_an_ice_tea. to_give_her_a_milk_shake noE,8,9,59-mean-CxC-noE,CxC,Jack's_daughter_is_lactose_intolerant.,He_gave_her_a_milk_shake.,5,mean,He_gave_her_an_ice_tea.,to_give_her_a_milk_shake,noE
73,3ND9UOO81K30WFB66V9DX3R7QO7WLP,11,43,"""Korean%2C+English""","""Yes""",Trial8,12 5-smart-CnC-noE CnC Jane's_computer_was_hacked. She_changed_her_passwords_immediately. 2 smart She_kept_using_the_same_passwords. to_change_her_passwords_immediately noE,8,12,5-smart-CnC-noE,CnC,Jane's_computer_was_hacked.,She_changed_her_passwords_immediately.,2,smart,She_kept_using_the_same_passwords.,to_change_her_passwords_immediately,noE
28,3TS1AR6UQQFZ6809CCY3AAN601DF72,3,52,"""English""","""Yes""",Trial8,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,8,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na
68,39KFRKBFINWCR593YO7TAHGHW1COYX,0,23,"""ENGLISH""","""Yes""",Trial8,1 19-brave-CnC-noE CnC Greg_saw_a_child_drowning_in_a_river. He_jumped_into_the_river. 6 brave He_watched_from_the_river_bank. to_jump_into_the_river noE,8,1,19-brave-CnC-noE,CnC,Greg_saw_a_child_drowning_in_a_river.,He_jumped_into_the_river.,6,brave,He_watched_from_the_river_bank.,to_jump_into_the_river,noE
36,34HJIJKLP5XRJI4GAT50PK6IXTBV4M,9,23,"""English""","""Yes""",Trial8,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,8,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na
67,3DYGAII7PL9L33UIME3EMVI57XSPQD,11,43,"""English""","""Yes""",Trial8,12 41-foolish-CnC-E CnC Kate's_doctor_told_her_to_lose_weight. She_ignored_him. 7 foolish_enough She_listened_to_him. to_ignore_him E,8,12,41-foolish-CnC-E,CnC,Kate's_doctor_told_her_to_lose_weight.,She_ignored_him.,7,foolish_enough,She_listened_to_him.,to_ignore_him,E
115,3O7L7BFSHEQ4PEH90SIUJHSF2G9EIE,8,34,"""English""","""Yes""",Trial8,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,8,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na
128,3OVHNO1VE62LSYSJ41VWDUDKYH9ZD2,6,37,"""english""","""Yes""",Trial8,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 2 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,8,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,2,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na
48,3U088ZLJVKUNZJMKH2NUZJZJNQWW0G,1,34,"""english""","""Yes""",Trial8,2 9-stupid-CxC-noE CxC Zack_was_sitting_in_the_bath_tub. He_used_the_hair_dryer. 6 stupid He_was_far_away_from_all_electrical_appliances. to_use_the_hair_dryer noE,8,2,9-stupid-CxC-noE,CxC,Zack_was_sitting_in_the_bath_tub.,He_used_the_hair_dryer.,6,stupid,He_was_far_away_from_all_electrical_appliances.,to_use_the_hair_dryer,noE
66,3T111IHZ5ER0NHTBI4WH5VSVYFC9R3,7,35,"""English""","""Yes""",Trial8,8 30-lucky-CnC-noE CnC Eve_was_in_a_car_accident. She_got_away_unscathed. 5 lucky She_got_badly_hurt. to_get_away_unscathed noE,8,8,30-lucky-CnC-noE,CnC,Eve_was_in_a_car_accident.,She_got_away_unscathed.,5,lucky,She_got_badly_hurt.,to_get_away_unscathed,noE
76,3UJ1CZ6IZHQTN9RCU3J5JPSPYLB5SV,6,58,"""English""","""Yes""",Trial8,7 10-stupid-CnC-E CnC Zack_was_offered_some_contaminated_heroin. He_injected_it. 7 stupid_enough He_refused_to_take_it. to_inject_it E,8,7,10-stupid-CnC-E,CnC,Zack_was_offered_some_contaminated_heroin.,He_injected_it.,7,stupid_enough,He_refused_to_take_it.,to_inject_it,E
79,3QFUFYSY9YG2NLIQAE0W7Y3W9ZNF4I,7,32,"""English""","""Yes""",Trial8,8 56-mean-CxC-noE CxC Jack_didn't_like_the_movie_his_wife_was_watching. He_turned_off_the_movie. 4 mean He_still_watched_it_with_her. to_turn_off_the_movie noE,8,8,56-mean-CxC-noE,CxC,Jack_didn't_like_the_movie_his_wife_was_watching.,He_turned_off_the_movie.,4,mean,He_still_watched_it_with_her.,to_turn_off_the_movie,noE
81,3NS0A6KXC49O4I2A6RW4JFGHB9PZGC,10,41,"""English+""","""Yes""",Trial8,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,8,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na
5,3C8HJ7UOP7VOWSYWHUUZWK0E7V2MZ8,7,39,"""English""","""Yes""",Trial8,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,8,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
57,3634BBTX0OVWVSH5V3201ZDFEHOFIX,8,31,"""English""","""Yes""",Trial8,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 3 sad She_shared_an_apartment_with_some_friends. to_live_alone na,8,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,3,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na
116,36H9ULYP62VSQ31BDLN0D0SFRWDFJ9,6,24,"""English""","""Yes""",Trial8,7 38-foolish-CxC-noE CxC Kate_had_a_broken_ankle. She_went_for_a_run. 7 foolish She_rested_her_ankle. to_go_for_a_run noE,8,7,38-foolish-CxC-noE,CxC,Kate_had_a_broken_ankle.,She_went_for_a_run.,7,foolish,She_rested_her_ankle.,to_go_for_a_run,noE
60,32SVAV9L3FAM9YIEZK9LJS0ZYJEA3F,11,23,"""English""","""Yes""",Trial8,12 51-rude-CxC-noE CxC Ann_was_eating_pasta_with_her_friends. She_used_her_fingers. 1 rude She_was_using_a_fork. to_use_her_fingers noE,8,12,51-rude-CxC-noE,CxC,Ann_was_eating_pasta_with_her_friends.,She_used_her_fingers.,1,rude,She_was_using_a_fork.,to_use_her_fingers,noE
133,33JKGHPFYCVUF3KDE6J51XT5XHUNMS,5,45,"""english""","""Yes""",Trial8,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,8,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
39,3TR2532VIPVW7A80CSKWJUF2YX9J69,2,35,"""ENGLISH""","""Yes""",Trial8,3 2-smart-CxC-E CxC Jane_saw_a_man_with_a_gun. She_called_the_police. 7 smart_enough She_did_nothing. to_call_the_police E,8,3,2-smart-CxC-E,CxC,Jane_saw_a_man_with_a_gun.,She_called_the_police.,7,smart_enough,She_did_nothing.,to_call_the_police,E
86,3CN4LGXD5XP8NCZLF4SKWJACFAD4Y4,10,40,"""English""","""Yes""",Trial8,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 5 sad She_shared_an_apartment_with_some_friends. to_live_alone na,8,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,5,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na
132,3F6HPJW4JD1UVTPYWPR8I7SYKOHW21,6,65,"""English""","""Yes""",Trial8,7 10-stupid-CnC-E CnC Zack_was_offered_some_contaminated_heroin. He_injected_it. 7 stupid_enough He_refused_to_take_it. to_inject_it E,8,7,10-stupid-CnC-E,CnC,Zack_was_offered_some_contaminated_heroin.,He_injected_it.,7,stupid_enough,He_refused_to_take_it.,to_inject_it,E
32,3M68NM076H8D5YRDKXT5LL1T8E56RQ,2,33,"""english""","""Yes""",Trial8,3 2-smart-CxC-E CxC Jane_saw_a_man_with_a_gun. She_called_the_police. 5 smart_enough She_did_nothing. to_call_the_police E,8,3,2-smart-CxC-E,CxC,Jane_saw_a_man_with_a_gun.,She_called_the_police.,5,smart_enough,She_did_nothing.,to_call_the_police,E
89,3RSDURM96ANQFEWE4A4X55M3SZ7YE4,9,33,"""English""","""Yes""",Trial8,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,8,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na
