workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,Answer.comments,variable,value,Trial,List,ID,Condition,Context,Target,Response,Adj,VPinf,ConDissonant
75,3SNLUL3WO4ON4BM1BVUCFF6A6DJLUD,10,20,"""English""","""Yes""","""This+was+very+interesting.""",Trial15,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,15,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler
11,3DL65MZB8DGDCBV98IM88EUKQGBEC9,5,23,"""English""","""Yes""","""""",Trial15,6 47-polite-CnD CnD Chad_had_insulted_his_wife. He_laughed_at_her_tears. 5 polite to_laugh_at_her_tears,15,6,47-polite-CnD,CnD,Chad_had_insulted_his_wife.,He_laughed_at_her_tears.,5,polite,to_laugh_at_her_tears,D
30,3RANCT1ZVFIBR20PKI5I1CA5UJ5UBZ,8,31,"""English""","""Yes""","""""",Trial15,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,15,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler
40,3O6CYIULED23F5Y0F91EOQNQ4KNWUH,1,33,"""English""","""Yes""","""This+was+interesting!""",Trial15,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,15,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler
38,3V5Q80FXIXSX4VNAM5G6DAH1N0923Y,8,22,"""English""","""Yes""","""""",Trial15,9 52-rude-CnD CnD Ann_was_standing_in_front_of_her_friend's_door. She_knocked_gently. 7 rude to_knock_gently,15,9,52-rude-CnD,CnD,Ann_was_standing_in_front_of_her_friend's_door.,She_knocked_gently.,7,rude,to_knock_gently,D
24,3IX2EGZR7BKPTT6K4GNUUP6YVPARJD,10,36,"""Thai""","""Yes""","""Halfway+through%2C+I+stopped+reading+the+first+sentence.+The+pattern+was+pretty+obvious+that+the+answer+was+in+the+second+sentence.""",Trial15,11 1-smart-CxC CxC Jane's_father_couldn't_hear_the_TV. She_turned_up_the_volume. 7 smart to_turn_up_the_volume,15,11,1-smart-CxC,CxC,Jane's_father_couldn't_hear_the_TV.,She_turned_up_the_volume.,7,smart,to_turn_up_the_volume,C
140,386CSBG1OZNDTXCD7I45GVRODXP6QM,3,27,"""english""","""Yes""","""""",Trial15,4 15-fortunate-CxC CxC Sue_spontaneously_went_to_the_beach. She_was_wearing_flip-flops. 1 fortunate to_be_wearing_flip-flops,15,4,15-fortunate-CxC,CxC,Sue_spontaneously_went_to_the_beach.,She_was_wearing_flip-flops.,1,fortunate,to_be_wearing_flip-flops,C
128,3T111IHZ5ER0NHTBI4WH5VSVZKYR9I,3,21,"""English""","""Yes""","""Thank+you+very+much!""",Trial15,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,15,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler
69,3IOEN3P9S7KPCTSWM3EQFUJG5LW61Q,6,34,"""English""","""Yes""","""""",Trial15,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,15,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler
94,3L4PIM1GQTHFOI1JQGOX4CLM8ULYRI,0,42,"""English""","""Yes""","""""",Trial15,1 36-wise-CxD CxD Paul_had_an_inefficient_employee. He_promoted_her. 5 wise to_promote_her,15,1,36-wise-CxD,CxD,Paul_had_an_inefficient_employee.,He_promoted_her.,5,wise,to_promote_her,D
33,3IO1LGZLK9Y7NTCHLON5U46OJS468E,9,21,"""English""","""Yes""","""""",Trial15,10 59-mean-CnD CnD Jack_bumped_his_shopping_cart_into_a_woman. He_apologized_to_her. 5 mean to_apologize_to_her,15,10,59-mean-CnD,CnD,Jack_bumped_his_shopping_cart_into_a_woman.,He_apologized_to_her.,5,mean,to_apologize_to_her,D
135,3R08VXYT7CW1HUM42183EY96WARW7I,5,37,"""english""","""Yes""","""""",Trial15,6 35-wise-CnD CnD Paul_was_staying_in_a_bad_part_of_town. He_went_out_alone_at_night. 7 wise to_go_out_alone_at_night,15,6,35-wise-CnD,CnD,Paul_was_staying_in_a_bad_part_of_town.,He_went_out_alone_at_night.,7,wise,to_go_out_alone_at_night,D
52,32SVAV9L3FAM9YIEZK9LJS0ZZP23A9,7,28,"""English""","""Yes""","""""",Trial15,8 28-lucky-CnC CnC Eve_bought_a_raffle_ticket._ She_won_the_first_prize. 1 lucky to_win_the_first_prize,15,8,28-lucky-CnC,CnC,Eve_bought_a_raffle_ticket._,She_won_the_first_prize.,1,lucky,to_win_the_first_prize,C
145,3OVHNO1VE62LSYSJ41VWDUDKZNYDZI,2,34,"""English""","""Yes""","""""",Trial15,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,15,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler
72,39O5D9O87TTA2DFCJY5CPNQNZSN3CB,9,28,"""English""","""Yes""","""""",Trial15,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,15,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler
89,3JRJSWSMQHMPZBZQFPB7FBQQK403E4,5,21,"""english""","""Yes""","""""",Trial15,6 37-foolish-CnD CnD Kate_was_working_a_very_stressful_job. She_took_relaxation_classes. 1 foolish to_take_relaxation_classes,15,6,37-foolish-CnD,CnD,Kate_was_working_a_very_stressful_job.,She_took_relaxation_classes.,1,foolish,to_take_relaxation_classes,D
83,39LOEL67OS68QAPZ2MP7N1U4912385,4,22,"""English""","""Yes""","""""",Trial15,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,15,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler
84,34X6J5FLPTZPHSRKR1YUPZWTZ4AJQ8,0,32,"""English""","""Yes""","""""",Trial15,1 59-mean-CnC CnC Jack_bumped_his_shopping_cart_into_a_woman. He_laughed_when_she_cried. 1 mean to_laugh_when_she_cried,15,1,59-mean-CnC,CnC,Jack_bumped_his_shopping_cart_into_a_woman.,He_laughed_when_she_cried.,1,mean,to_laugh_when_she_cried,C
15,3W8CV64QJ20NYNF8MZKNRRQPCC2H9F,2,38,"""English""","""Yes""","""A+lot+of+those+sentences+were+ungrammatical.""",Trial15,3 28-lucky-CnD CnD Eve_bought_a_raffle_ticket._ She_lost_it_the_next_day. 6 lucky to_lose_it_the_next_day,15,3,28-lucky-CnD,CnD,Eve_bought_a_raffle_ticket._,She_lost_it_the_next_day.,6,lucky,to_lose_it_the_next_day,D
42,39PAAFCODM1B03J6PU68XSIAEYGTVH,5,27,"""English""","""Yes""","""Thank+you""",Trial15,6 35-wise-CnD CnD Paul_was_staying_in_a_bad_part_of_town. He_went_out_alone_at_night. 2 wise to_go_out_alone_at_night,15,6,35-wise-CnD,CnD,Paul_was_staying_in_a_bad_part_of_town.,He_went_out_alone_at_night.,2,wise,to_go_out_alone_at_night,D
36,3IGI0VL647LIF65PRMYIT1IATNXON9,0,45,"""English""","""Yes""","""""",Trial15,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,15,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler
126,36TFCYNS44BDZJX6PFQ17UC7JFUHXZ,5,29,"""english""","""Yes""","""""",Trial15,6 50-rude-CnC CnC Ann_was_visiting_her_older_brother. She_insulted_his_wife. 7 rude to_insult_his_wife,15,6,50-rude-CnC,CnC,Ann_was_visiting_her_older_brother.,She_insulted_his_wife.,7,rude,to_insult_his_wife,C
63,3PWWM24LHSZJ5STGYMB24RPC3N328U,5,23,"""English""","""Yes""","""Thank+You""",Trial15,6 21-brave-CxC CxC Greg_was_offered_a_job_as_a_lion_tamer. He_took_the_job. 1 brave to_take_the_job,15,6,21-brave-CxC,CxC,Greg_was_offered_a_job_as_a_lion_tamer.,He_took_the_job.,1,brave,to_take_the_job,C
50,3KV0LJBBH2MFU1C57D0MAHYFZK7RML,4,28,"""English""","""Yes""","""""",Trial15,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,15,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler
35,3IXQG4FA2TZD7ACMM7AR5GNRHZXB9T,2,54,"""english""","""Yes""","""The+wording+with+the+negatives+were+a+bit+hard+to+understand""",Trial15,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,15,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler
131,3ZDAD0O1T1E34SO1P97QLDFVU9OTXK,0,36,"""English""","""Yes""","""""",Trial15,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,15,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler
16,3LWJHTCVCCN9CQ5O8B79A1416XUFQ2,5,24,"""English""","""Yes""","""""",Trial15,6 21-brave-CxC CxC Greg_was_offered_a_job_as_a_lion_tamer. He_took_the_job. 3 brave to_take_the_job,15,6,21-brave-CxC,CxC,Greg_was_offered_a_job_as_a_lion_tamer.,He_took_the_job.,3,brave,to_take_the_job,C
141,3E13VNJ1NNW55DNXO4NFCX9LEDUI11,2,37,"""English""","""Yes""","""""",Trial15,3 41-foolish-CnD CnD Kate's_doctor_told_her_to_lose_weight. She_started_exercising. 7 foolish to_start_exercising,15,3,41-foolish-CnD,CnD,Kate's_doctor_told_her_to_lose_weight.,She_started_exercising.,7,foolish,to_start_exercising,D
54,3E1QT0TDFPANGD7INPWUR7WTSJ0I8L,5,19,"""English""","""Yes""","""""",Trial15,6 56-mean-CnC CnC Jack_saw_a_hungry_dog. He_pretended_to_have_food_for_him. 1 mean to_pretend_to_have_food_for_him,15,6,56-mean-CnC,CnC,Jack_saw_a_hungry_dog.,He_pretended_to_have_food_for_him.,1,mean,to_pretend_to_have_food_for_him,C
122,3DOCMVPBTNF0XL5DQ7Y5ECI53DTNNU,2,31,"""English""","""Yes""","""""",Trial15,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,15,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler
64,3Z9WI9EOZZP7FJYZQWBCH045N6EHK9,4,38,"""English""","""Yes""","""""",Trial15,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,15,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler
27,3G0WWMR1UVLL0II56ZQMI6DA8OGNQH,0,28,"""English""","""Yes""","""""",Trial15,1 29-lucky-CnD CnD Eve_wanted_to_be_a_model. She_had_bad_skin. 7 lucky to_have_bad_skin,15,1,29-lucky-CnD,CnD,Eve_wanted_to_be_a_model.,She_had_bad_skin.,7,lucky,to_have_bad_skin,D
147,3ZWFC4W1UU89ORKOLQW9FRE62JWFR3,4,37,"""english""","""Yes""","""no+comments""",Trial15,filler filler1No filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forget to_call_his_dentist,15,filler,filler1No,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forget,to_call_his_dentist,filler
125,3DY4FPOOA1PYKO6EL51DXDHSQDKVR7,2,53,"""english""","""Yes""","""""",Trial15,3 28-lucky-CnD CnD Eve_bought_a_raffle_ticket._ She_lost_it_the_next_day. 7 lucky to_lose_it_the_next_day,15,3,28-lucky-CnD,CnD,Eve_bought_a_raffle_ticket._,She_lost_it_the_next_day.,7,lucky,to_lose_it_the_next_day,D
142,3JC6VJ2SABKPND5ID3XEYPYJDLUA57,7,37,"""English""","""Yes""","""""",Trial15,8 22-brave-CnD CnD Greg_saw_a_man_hit_a_dog. He_walked_away. 5 brave to_walk_away,15,8,22-brave-CnD,CnD,Greg_saw_a_man_hit_a_dog.,He_walked_away.,5,brave,to_walk_away,D
2,3Q8GYXHFEP3DGS2GXHT54KO7DOF5C4,2,29,"""English""","""Yes""","""""",Trial15,filler filler1No filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 7 forget to_call_his_dentist,15,filler,filler1No,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,7,forget,to_call_his_dentist,filler
9,3IGI0VL647LIF65PRMYIT1IATNYNO9,2,18,"""English""","""Yes""","""Some+of+these+were+easy%2C+but+some+were+actually+quite+challenging.""",Trial15,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,15,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler
123,3K9FOBBF2HKA9L2SEUIQ1KEGYISLNP,2,28,"""english""","""Yes""","""The+structure+of+those+sentences+were+way+off!""",Trial15,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 1 sad to_live_alone,15,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,1,sad,to_live_alone,filler
93,3WETL7AQWT9P3S6X4OI4BHKD7B2354,0,32,"""English""","""Yes""","""""",Trial15,1 59-mean-CnC CnC Jack_bumped_his_shopping_cart_into_a_woman. He_laughed_when_she_cried. 5 mean to_laugh_when_she_cried,15,1,59-mean-CnC,CnC,Jack_bumped_his_shopping_cart_into_a_woman.,He_laughed_when_she_cried.,5,mean,to_laugh_when_she_cried,C
95,35BLDD71I6Y7MFS5VMVQJGJRZU3VZ0,2,22,"""English""","""Yes""","""""",Trial15,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 5 fail to_visit_Italy,15,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,5,fail,to_visit_Italy,filler
88,3M0BCWMB8VXOJ6PUFIKJJ0V2F0IWB4,7,41,"""English""","""Yes""","""""",Trial15,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,15,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler
28,3ATTHHXXWAPDVE8QVX8M76DMJS9IXT,5,23,"""English""","""Yes""","""""",Trial15,6 50-rude-CnC CnC Ann_was_visiting_her_older_brother. She_insulted_his_wife. 3 rude to_insult_his_wife,15,6,50-rude-CnC,CnC,Ann_was_visiting_her_older_brother.,She_insulted_his_wife.,3,rude,to_insult_his_wife,C
78,30H4UDGLT2JUIOWQULWX5MY0Y2JMPO,4,32,"""english""","""Yes""","""""",Trial15,5 58-mean-CxC CxC Jack's_wife_wanted_to_sleep_in. He_woke_her_up_at_5am. 7 mean to_wake_her_up_at_5am,15,5,58-mean-CxC,CxC,Jack's_wife_wanted_to_sleep_in.,He_woke_her_up_at_5am.,7,mean,to_wake_her_up_at_5am,C
97,33IZTU6J8122PSBM0920B8J9SQBSXV,4,32,"""English""","""Yes""","""""",Trial15,5 20-brave-CxC CxC Greg_was_asked_to_speak_up_against_the_crime_boss. He_agreed_to_do_it. 6 brave to_agree_to_do_it,15,5,20-brave-CxC,CxC,Greg_was_asked_to_speak_up_against_the_crime_boss.,He_agreed_to_do_it.,6,brave,to_agree_to_do_it,C
108,3SNVL38CI4TGYBNJ44XB697PAECCKY,11,25,"""English""","""Yes""","""""",Trial15,12 37-foolish-CnC CnC Kate_was_working_a_very_stressful_job. She_ignored_her_health_problems. 5 foolish to_ignore_her_health_problems,15,12,37-foolish-CnC,CnC,Kate_was_working_a_very_stressful_job.,She_ignored_her_health_problems.,5,foolish,to_ignore_her_health_problems,C
13,3NS0A6KXC49O4I2A6RW4JFGHCFGZGG,7,51,"""english""","""Yes""","""good+study%2C+thank+you""",Trial15,8 10-stupid-CnD CnD Zack_was_offered_some_contaminated_heroin. He_refused_to_take_it. 7 stupid to_refuse_to_take_it,15,8,10-stupid-CnD,CnD,Zack_was_offered_some_contaminated_heroin.,He_refused_to_take_it.,7,stupid,to_refuse_to_take_it,D
86,36NEMU28XFEK2XTR67ASXG6WRZOWMV,8,22,"""English""","""Yes""","""I+thought+this+survey+was+very+fun+and+entertaining%2C+if+its+ever+posted+again+I+would+love+to+participate!""",Trial15,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,15,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler
56,3UXUOQ9OKEY4AHJ11WCBW9CF4RRA7O,1,23,"""English""","""Yes""","""""",Trial15,2 30-lucky-CxD CxD Eve_was_the_best_student_in_this_class. She_got_a_B. 7 lucky to_get_a_B,15,2,30-lucky-CxD,CxD,Eve_was_the_best_student_in_this_class.,She_got_a_B.,7,lucky,to_get_a_B,D
87,3EJPLAJKEMHM7PD4UENI7O3SI1E6ZM,3,37,"""English""","""Yes""","""""",Trial15,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,15,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler
117,3K772S5NP8C4TJ6PUA09J5R039KHER,9,27,"""English""","""Yes""","""""",Trial15,10 49-rude-CxD CxD Ann's_neighbor_made_an_inappropriate_comment. She_ignored_him. 5 rude to_ignore_him,15,10,49-rude-CxD,CxD,Ann's_neighbor_made_an_inappropriate_comment.,She_ignored_him.,5,rude,to_ignore_him,D
47,3TOK3KHVJTJTCLD2BFHTX4WKT8V7OK,9,27,"""English""","""Yes""","""Good+luck+with+your+research+and+thank+you""",Trial15,10 30-lucky-CnC CnC Eve_was_in_a_car_accident. She_got_away_unscathed. 1 lucky to_get_away_unscathed,15,10,30-lucky-CnC,CnC,Eve_was_in_a_car_accident.,She_got_away_unscathed.,1,lucky,to_get_away_unscathed,C
14,3SUWZRL0MYEOWUM8YR95ME2AUV4E6N,9,64,"""english""","""Yes""","""""",Trial15,10 30-lucky-CnC CnC Eve_was_in_a_car_accident. She_got_away_unscathed. 2 lucky to_get_away_unscathed,15,10,30-lucky-CnC,CnC,Eve_was_in_a_car_accident.,She_got_away_unscathed.,2,lucky,to_get_away_unscathed,C
92,30LB5CDZNCBRTERPSP71YNT15YR0ZE,11,20,"""English""","""Yes""","""""",Trial15,12 37-foolish-CnC CnC Kate_was_working_a_very_stressful_job. She_ignored_her_health_problems. 3 foolish to_ignore_her_health_problems,15,12,37-foolish-CnC,CnC,Kate_was_working_a_very_stressful_job.,She_ignored_her_health_problems.,3,foolish,to_ignore_her_health_problems,C
5,3Z7EFSHGN9FMIBMQ3NC0W3FR6NQXC7,7,47,"""English""","""Yes""","""""",Trial15,8 18-fortunate-CxD CxD Sue_was_at_her_best_friend's_wedding. She_fell_asleep. 5 fortunate to_fall_asleep,15,8,18-fortunate-CxD,CxD,Sue_was_at_her_best_friend's_wedding.,She_fell_asleep.,5,fortunate,to_fall_asleep,D
109,3F0BG9B9MPO56ZH4H2QRZVUM7IU7YV,9,33,"""English""","""Yes""","""""",Trial15,10 15-fortunate-CnD CnD Sue_was_traveling_in_France. She_got_robbed. 1 fortunate to_get_robbed,15,10,15-fortunate-CnD,CnD,Sue_was_traveling_in_France.,She_got_robbed.,1,fortunate,to_get_robbed,D
6,3AAJC4I4FGTYVKSBEXH7GS8X47XJZ4,1,22,"""Bengali""","""No""","""""",Trial15,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,15,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler
22,30ZX6P7VF8W8P9PZPQ8TTHYQJYZ2JG,4,53,"""english""","""Yes""","""""",Trial15,5 49-rude-CxC CxC Ann's_neighbor_greeted_her. She_ignored_him. 5 rude to_ignore_him,15,5,49-rude-CxC,CxC,Ann's_neighbor_greeted_her.,She_ignored_him.,5,rude,to_ignore_him,C
19,3NG53N1RLVKFXZUM0KME04X5EXWP85,9,29,"""English""","""Yes""","""""",Trial15,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,15,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler
116,3XM0HYN6NK0W604DDN8ESETRP0UEPT,9,22,"""English""","""Yes""","""""",Trial15,10 1-smart-CnC CnC Jane_wanted_to_get_a_good_job. She_got_her_high_school_degree. 1 smart to_get_her_high_school_degree,15,10,1-smart-CnC,CnC,Jane_wanted_to_get_a_good_job.,She_got_her_high_school_degree.,1,smart,to_get_her_high_school_degree,C
25,3QEMNNSB2X028OMDL63DMAKLPUOD7T,7,34,"""English""","""Yes""","""""",Trial15,8 38-foolish-CxC CxC Kate_had_a_broken_ankle. She_went_for_a_run. 1 foolish to_go_for_a_run,15,8,38-foolish-CxC,CxC,Kate_had_a_broken_ankle.,She_went_for_a_run.,1,foolish,to_go_for_a_run,C
57,3EQHHY4HQSTQX4ILZ3POUB9MBG9G5R,3,23,"""english""","""Yes""","""Quick+and+easy+to+understand.""",Trial15,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,15,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler
127,37WLF8U1WPRRIUEIUDK8K9FFES0K6D,11,26,"""english""","""Yes""","""""",Trial15,12 29-lucky-CnC CnC Eve_wanted_to_be_a_model. She_had_beautiful_skin. 2 lucky to_have_beautiful_skin,15,12,29-lucky-CnC,CnC,Eve_wanted_to_be_a_model.,She_had_beautiful_skin.,2,lucky,to_have_beautiful_skin,C
51,3ZY8KE4ISJ4Y8NRE8QCDSN7NURKQV3,11,23,"""english""","""Yes""","""""",Trial15,12 29-lucky-CnC CnC Eve_wanted_to_be_a_model. She_had_beautiful_skin. 2 lucky to_have_beautiful_skin,15,12,29-lucky-CnC,CnC,Eve_wanted_to_be_a_model.,She_had_beautiful_skin.,2,lucky,to_have_beautiful_skin,C
21,3DHE4R9OCWCYY7ZYHKNQW46AR6IG2Q,4,24,"""English""","""Yes""","""""",Trial15,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,15,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler
74,32SCWG5HIH5STLBY75PGGQ1E82F6P9,10,21,"""English""","""Yes""","""""",Trial15,11 31-wise-CnC CnC Paul_lost_his_wallet_with_his_credit_cards. He_canceled_the_credit_cards_immediately. 1 wise to_cancel_the_credit_cards_immediately,15,11,31-wise-CnC,CnC,Paul_lost_his_wallet_with_his_credit_cards.,He_canceled_the_credit_cards_immediately.,1,wise,to_cancel_the_credit_cards_immediately,C
121,3VELCLL3GKKLVML7NWHU90WTYLCF1H,10,29,"""English""","""Yes""","""""",Trial15,filler filler1No filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forget to_call_his_dentist,15,filler,filler1No,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forget,to_call_his_dentist,filler
7,3Z7EFSHGN9FMIBMQ3NC0W3FR6NZXCG,10,37,"""English""","""Yes""","""No+comments.+Thanks.""",Trial15,11 39-foolish-CxC CxC Kate_was_drunk_at_a_bar. She_took_her_top_off. 1 foolish to_take_her_top_off,15,11,39-foolish-CxC,CxC,Kate_was_drunk_at_a_bar.,She_took_her_top_off.,1,foolish,to_take_her_top_off,C
99,3H7Z272LX78AC6E5U9VI59JBYX4PL0,10,34,"""English""","""Yes""","""n%2Fa""",Trial15,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,15,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler
71,3MB8LZR5BFU91FHPHHQA9SXC4NYKLU,10,30,"""English""","""Yes""","""""",Trial15,11 59-mean-CxD CxD Jack's_daughter_was_a_little_hungry. He_gave_her_a_milk_shake. 4 mean to_give_her_a_milk_shake,15,11,59-mean-CxD,CxD,Jack's_daughter_was_a_little_hungry.,He_gave_her_a_milk_shake.,4,mean,to_give_her_a_milk_shake,D
137,30LB5CDZNCBRTERPSP71YNT15YZZ0L,10,21,"""English""","""Yes""","""""",Trial15,11 39-foolish-CxC CxC Kate_was_drunk_at_a_bar. She_took_her_top_off. 7 foolish to_take_her_top_off,15,11,39-foolish-CxC,CxC,Kate_was_drunk_at_a_bar.,She_took_her_top_off.,7,foolish,to_take_her_top_off,C
67,32UTUBMZ7GXB4HPPP8FNXYCO8RRVB4,10,30,"""english%2C+spanish""","""Yes""","""I+feel+like+I+got+them+all+wrong.+RIP+to+my+bad+choices""",Trial15,11 59-mean-CxD CxD Jack's_daughter_was_a_little_hungry. He_gave_her_a_milk_shake. 7 mean to_give_her_a_milk_shake,15,11,59-mean-CxD,CxD,Jack's_daughter_was_a_little_hungry.,He_gave_her_a_milk_shake.,7,mean,to_give_her_a_milk_shake,D
134,3ZSANO2JCF8LP6K10FWE51J2OLQSFF,8,44,"""ENGLISH""","""Yes""","""""",Trial15,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,15,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler
1,3TDXMTX3CBV0CZOUUAZW7T02MOLI6A,1,35,"""ENGLISH""","""Yes""","""ANSWERS+CAN+BE+YES+OR+NO+ONLY""",Trial15,2 15-fortunate-CnC CnC Sue_was_traveling_in_France. She_spoke_some_French. 1 fortunate to_speak_some_French,15,2,15-fortunate-CnC,CnC,Sue_was_traveling_in_France.,She_spoke_some_French.,1,fortunate,to_speak_some_French,C
76,3KKG4CDWKIZTMBRD7S04X2HL77S49S,4,25,"""English""","""Yes""","""Thank+you+for+the+opportunity+to+complete+the+survey!""",Trial15,5 16-fortunate-CnC CnC Sue_was_training_to_become_a_dancer. She_had_a_great_sense_of_rhythm. 1 fortunate to_have_a_great_sense_of_rhythm,15,5,16-fortunate-CnC,CnC,Sue_was_training_to_become_a_dancer.,She_had_a_great_sense_of_rhythm.,1,fortunate,to_have_a_great_sense_of_rhythm,C
