workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,Answer.comments,variable,value,Trial,List,ID,Condition,Context,Target,Response,Adj,VPinf,ConDissonant,OldYoung,OldMiddleYoung,ReallyOldYoung,ConditionYN,ConditionYN2
24,3RANCT1ZVFIBR20PKI5I1CA5UJ5UBZ,8,31,"English","Yes","",Trial3,9 56-mean-CxD CxD Jack's_young_daughter_was_watching_an_R-rated_movie. He_turned_off_the_movie. 6 mean to_turn_off_the_movie,3,9,56-mean-CxD,CxD,Jack's_young_daughter_was_watching_an_R-rated_movie.,He_turned_off_the_movie.,6,mean,to_turn_off_the_movie,D,Old,Middle,Young,56-mean-CxD,CxD
32,3O6CYIULED23F5Y0F91EOQNQ4KNWUH,1,33,"English","Yes","This+was+interesting!",Trial3,2 31-wise-CnD CnD Paul_lost_his_wallet_with_his_credit_cards. He_waited_a_week_to_cancel_the_credit_cards. 2 wise to_wait_a_week_to_cancel_the_credit_cards,3,2,31-wise-CnD,CnD,Paul_lost_his_wallet_with_his_credit_cards.,He_waited_a_week_to_cancel_the_credit_cards.,2,wise,to_wait_a_week_to_cancel_the_credit_cards,D,Old,Middle,Young,31-wise-CnD,CnD
30,3V5Q80FXIXSX4VNAM5G6DAH1N0923Y,8,22,"English","Yes","",Trial3,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,3,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler,Young,Young,Young,FillerYes,FillerYes
123,386CSBG1OZNDTXCD7I45GVRODXP6QM,3,27,"english","Yes","",Trial3,4 42-foolish-CnD CnD Kate_took_her_nephew_to_the_playground. She_brought_water_and_a_snack. 1 foolish to_bring_water_and_a_snack,3,4,42-foolish-CnD,CnD,Kate_took_her_nephew_to_the_playground.,She_brought_water_and_a_snack.,1,foolish,to_bring_water_and_a_snack,D,Young,Young,Young,42-foolish-CnD,CnD
111,3T111IHZ5ER0NHTBI4WH5VSVZKYR9I,3,21,"English","Yes","Thank+you+very+much!",Trial3,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,3,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler,Young,Young,Young,FillerNo,FillerNo
59,3IOEN3P9S7KPCTSWM3EQFUJG5LW61Q,6,34,"English","Yes","",Trial3,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,3,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler,Old,Middle,Young,FillerYes,FillerYes
83,3L4PIM1GQTHFOI1JQGOX4CLM8ULYRI,0,42,"English","Yes","",Trial3,1 7-stupid-CxC CxC Zack_had_the_measles. He_went_to_school. 1 stupid to_go_to_school,3,1,7-stupid-CxC,CxC,Zack_had_the_measles.,He_went_to_school.,1,stupid,to_go_to_school,C,Old,Old,Young,7-stupid-CxC,CxC
26,3IO1LGZLK9Y7NTCHLON5U46OJS468E,9,21,"English","Yes","",Trial3,10 42-foolish-CnC CnC Kate_took_her_nephew_to_the_playground. She_wore_high_heels. 1 foolish to_wear_high_heels,3,10,42-foolish-CnC,CnC,Kate_took_her_nephew_to_the_playground.,She_wore_high_heels.,1,foolish,to_wear_high_heels,C,Young,Young,Young,42-foolish-CnC,CnC
118,3R08VXYT7CW1HUM42183EY96WARW7I,5,37,"english","Yes","",Trial3,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,3,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler,Old,Middle,Young,FillerYes,FillerYes
43,32SVAV9L3FAM9YIEZK9LJS0ZZP23A9,7,28,"English","Yes","",Trial3,8 5-smart-CnC CnC Jane's_computer_was_hacked. She_changed_her_passwords_immediately. 1 smart to_change_her_passwords_immediately,3,8,5-smart-CnC,CnC,Jane's_computer_was_hacked.,She_changed_her_passwords_immediately.,1,smart,to_change_her_passwords_immediately,C,Young,Young,Young,5-smart-CnC,CnC
128,3OVHNO1VE62LSYSJ41VWDUDKZNYDZI,2,34,"English","Yes","",Trial3,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,3,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Old,Middle,Young,FillerYes,FillerYes
62,39O5D9O87TTA2DFCJY5CPNQNZSN3CB,9,28,"English","Yes","",Trial3,filler filler1No filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forget to_call_his_dentist,3,filler,filler1No,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forget,to_call_his_dentist,filler,Young,Young,Young,FillerNo,FillerNo
78,3JRJSWSMQHMPZBZQFPB7FBQQK403E4,5,21,"english","Yes","",Trial3,6 21-brave-CxC CxC Greg_was_offered_a_job_as_a_lion_tamer. He_took_the_job. 1 brave to_take_the_job,3,6,21-brave-CxC,CxC,Greg_was_offered_a_job_as_a_lion_tamer.,He_took_the_job.,1,brave,to_take_the_job,C,Young,Young,Young,21-brave-CxC,CxC
73,39LOEL67OS68QAPZ2MP7N1U4912385,4,22,"English","Yes","",Trial3,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,3,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler,Young,Young,Young,FillerYes,FillerYes
74,34X6J5FLPTZPHSRKR1YUPZWTZ4AJQ8,0,32,"English","Yes","",Trial3,1 52-rude-CnC CnC Ann_was_standing_in_front_of_her_friend's_door. She_was_eavesdropping. 5 rude to_be_eavesdropping,3,1,52-rude-CnC,CnC,Ann_was_standing_in_front_of_her_friend's_door.,She_was_eavesdropping.,5,rude,to_be_eavesdropping,C,Old,Middle,Young,52-rude-CnC,CnC
12,3W8CV64QJ20NYNF8MZKNRRQPCC2H9F,2,38,"English","Yes","A+lot+of+those+sentences+were+ungrammatical.",Trial3,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,3,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler,Old,Middle,Young,FillerYes,FillerYes
34,39PAAFCODM1B03J6PU68XSIAEYGTVH,5,27,"English","Yes","Thank+you",Trial3,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,3,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Young,Young,Young,FillerYes,FillerYes
29,3IGI0VL647LIF65PRMYIT1IATNXON9,0,45,"English","Yes","",Trial3,1 23-brave-CnC CnC Greg_wrote_a_controversial_article. He_used_his_own_name. 1 brave to_use_his_own_name,3,1,23-brave-CnC,CnC,Greg_wrote_a_controversial_article.,He_used_his_own_name.,1,brave,to_use_his_own_name,C,Old,Old,Young,23-brave-CnC,CnC
109,36TFCYNS44BDZJX6PFQ17UC7JFUHXZ,5,29,"english","Yes","",Trial3,6 4-smart-CnD CnD Jane_was_baby-sitting_for_her_sister. She_left_the_baby_unattended. 7 smart to_leave_the_baby_unattended,3,6,4-smart-CnD,CnD,Jane_was_baby-sitting_for_her_sister.,She_left_the_baby_unattended.,7,smart,to_leave_the_baby_unattended,D,Old,Young,Young,4-smart-CnD,CnD
54,3PWWM24LHSZJ5STGYMB24RPC3N328U,5,23,"English","Yes","Thank+You",Trial3,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,3,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler,Young,Young,Young,FillerYes,FillerYes
42,3KV0LJBBH2MFU1C57D0MAHYFZK7RML,4,28,"English","Yes","",Trial3,5 38-foolish-CxD CxD Kate_wanted_to_exercise. She_went_for_a_run. 5 foolish to_go_for_a_run,3,5,38-foolish-CxD,CxD,Kate_wanted_to_exercise.,She_went_for_a_run.,5,foolish,to_go_for_a_run,D,Young,Young,Young,38-foolish-CxD,CxD
28,3IXQG4FA2TZD7ACMM7AR5GNRHZXB9T,2,54,"english","Yes","The+wording+with+the+negatives+were+a+bit+hard+to+understand",Trial3,3 28-lucky-CnD CnD Eve_bought_a_raffle_ticket._ She_lost_it_the_next_day. 5 lucky to_lose_it_the_next_day,3,3,28-lucky-CnD,CnD,Eve_bought_a_raffle_ticket._,She_lost_it_the_next_day.,5,lucky,to_lose_it_the_next_day,D,Old,Old,ReallyOld,28-lucky-CnD,CnD
114,3ZDAD0O1T1E34SO1P97QLDFVU9OTXK,0,36,"English","Yes","",Trial3,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,3,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler,Old,Middle,Young,FillerYes,FillerYes
13,3LWJHTCVCCN9CQ5O8B79A1416XUFQ2,5,24,"English","Yes","",Trial3,6 56-mean-CnC CnC Jack_saw_a_hungry_dog. He_pretended_to_have_food_for_him. 1 mean to_pretend_to_have_food_for_him,3,6,56-mean-CnC,CnC,Jack_saw_a_hungry_dog.,He_pretended_to_have_food_for_him.,1,mean,to_pretend_to_have_food_for_him,C,Young,Young,Young,56-mean-CnC,CnC
124,3E13VNJ1NNW55DNXO4NFCX9LEDUI11,2,37,"English","Yes","",Trial3,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,3,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Old,Middle,Young,FillerYes,FillerYes
45,3E1QT0TDFPANGD7INPWUR7WTSJ0I8L,5,19,"English","Yes","",Trial3,6 30-lucky-CnD CnD Eve_was_in_a_car_accident. She_broke_her_neck. 4 lucky to_break_her_neck,3,6,30-lucky-CnD,CnD,Eve_was_in_a_car_accident.,She_broke_her_neck.,4,lucky,to_break_her_neck,D,Young,Young,Young,30-lucky-CnD,CnD
106,3DOCMVPBTNF0XL5DQ7Y5ECI53DTNNU,2,31,"English","Yes","",Trial3,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,3,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Old,Middle,Young,FillerYes,FillerYes
22,3G0WWMR1UVLL0II56ZQMI6DA8OGNQH,0,28,"English","Yes","",Trial3,1 7-stupid-CxC CxC Zack_had_the_measles. He_went_to_school. 1 stupid to_go_to_school,3,1,7-stupid-CxC,CxC,Zack_had_the_measles.,He_went_to_school.,1,stupid,to_go_to_school,C,Young,Young,Young,7-stupid-CxC,CxC
130,3ZWFC4W1UU89ORKOLQW9FRE62JWFR3,4,37,"english","Yes","no+comments",Trial3,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,3,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler,Old,Middle,Young,FillerYes,FillerYes
108,3DY4FPOOA1PYKO6EL51DXDHSQDKVR7,2,53,"english","Yes","",Trial3,3 43-polite-CnD CnD Chad_was_visiting_his_grandmother. He_insulted_her_caretaker. 1 polite to_insult_her_caretaker,3,3,43-polite-CnD,CnD,Chad_was_visiting_his_grandmother.,He_insulted_her_caretaker.,1,polite,to_insult_her_caretaker,D,Old,Old,ReallyOld,43-polite-CnD,CnD
125,3JC6VJ2SABKPND5ID3XEYPYJDLUA57,7,37,"English","Yes","",Trial3,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,3,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler,Old,Middle,Young,FillerNo,FillerNo
6,3IGI0VL647LIF65PRMYIT1IATNYNO9,2,18,"English","Yes","Some+of+these+were+easy%2C+but+some+were+actually+quite+challenging.",Trial3,3 51-rude-CxC CxC Ann_was_eating_pasta_with_her_friends. She_used_her_fingers. 2 rude to_use_her_fingers,3,3,51-rude-CxC,CxC,Ann_was_eating_pasta_with_her_friends.,She_used_her_fingers.,2,rude,to_use_her_fingers,C,Young,Young,Young,51-rude-CxC,CxC
82,3WETL7AQWT9P3S6X4OI4BHKD7B2354,0,32,"English","Yes","",Trial3,1 43-polite-CxD CxD Chad_was_in_a_meeting_with_his_boss. He_closed_his_eyes. 3 polite to_close_his_eyes,3,1,43-polite-CxD,CxD,Chad_was_in_a_meeting_with_his_boss.,He_closed_his_eyes.,3,polite,to_close_his_eyes,D,Old,Middle,Young,43-polite-CxD,CxD
77,3M0BCWMB8VXOJ6PUFIKJJ0V2F0IWB4,7,41,"English","Yes","",Trial3,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,3,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler,Old,Old,Young,FillerNo,FillerNo
23,3ATTHHXXWAPDVE8QVX8M76DMJS9IXT,5,23,"English","Yes","",Trial3,6 30-lucky-CnD CnD Eve_was_in_a_car_accident. She_broke_her_neck. 5 lucky to_break_her_neck,3,6,30-lucky-CnD,CnD,Eve_was_in_a_car_accident.,She_broke_her_neck.,5,lucky,to_break_her_neck,D,Young,Young,Young,30-lucky-CnD,CnD
68,30H4UDGLT2JUIOWQULWX5MY0Y2JMPO,4,32,"english","Yes","",Trial3,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,3,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler,Old,Middle,Young,FillerYes,FillerYes
85,33IZTU6J8122PSBM0920B8J9SQBSXV,4,32,"English","Yes","",Trial3,filler filler1No filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forget to_call_his_dentist,3,filler,filler1No,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forget,to_call_his_dentist,filler,Old,Middle,Young,FillerNo,FillerNo
94,3SNVL38CI4TGYBNJ44XB697PAECCKY,11,25,"English","Yes","",Trial3,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,3,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler,Young,Young,Young,FillerNo,FillerNo
10,3NS0A6KXC49O4I2A6RW4JFGHCFGZGG,7,51,"english","Yes","good+study%2C+thank+you",Trial3,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,3,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler,Old,Old,ReallyOld,FillerYes,FillerYes
75,36NEMU28XFEK2XTR67ASXG6WRZOWMV,8,22,"English","Yes","I+thought+this+survey+was+very+fun+and+entertaining%2C+if+its+ever+posted+again+I+would+love+to+participate!",Trial3,9 56-mean-CxD CxD Jack's_young_daughter_was_watching_an_R-rated_movie. He_turned_off_the_movie. 7 mean to_turn_off_the_movie,3,9,56-mean-CxD,CxD,Jack's_young_daughter_was_watching_an_R-rated_movie.,He_turned_off_the_movie.,7,mean,to_turn_off_the_movie,D,Young,Young,Young,56-mean-CxD,CxD
47,3UXUOQ9OKEY4AHJ11WCBW9CF4RRA7O,1,23,"English","Yes","",Trial3,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,3,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler,Young,Young,Young,FillerYes,FillerYes
76,3EJPLAJKEMHM7PD4UENI7O3SI1E6ZM,3,37,"English","Yes","",Trial3,4 15-fortunate-CxC CxC Sue_spontaneously_went_to_the_beach. She_was_wearing_flip-flops. 1 fortunate to_be_wearing_flip-flops,3,4,15-fortunate-CxC,CxC,Sue_spontaneously_went_to_the_beach.,She_was_wearing_flip-flops.,1,fortunate,to_be_wearing_flip-flops,C,Old,Middle,Young,15-fortunate-CxC,CxC
103,3K772S5NP8C4TJ6PUA09J5R039KHER,9,27,"English","Yes","",Trial3,10 9-stupid-CxD CxD Zack_had_wet_hair. He_used_the_hair_dryer. 3 stupid to_use_the_hair_dryer,3,10,9-stupid-CxD,CxD,Zack_had_wet_hair.,He_used_the_hair_dryer.,3,stupid,to_use_the_hair_dryer,D,Young,Young,Young,9-stupid-CxD,CxD
39,3TOK3KHVJTJTCLD2BFHTX4WKT8V7OK,9,27,"English","Yes","Good+luck+with+your+research+and+thank+you",Trial3,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,3,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler,Young,Young,Young,FillerYes,FillerYes
11,3SUWZRL0MYEOWUM8YR95ME2AUV4E6N,9,64,"english","Yes","",Trial3,10 1-smart-CnC CnC Jane_wanted_to_get_a_good_job. She_got_her_high_school_degree. 3 smart to_get_her_high_school_degree,3,10,1-smart-CnC,CnC,Jane_wanted_to_get_a_good_job.,She_got_her_high_school_degree.,3,smart,to_get_her_high_school_degree,C,Old,Old,ReallyOld,1-smart-CnC,CnC
81,30LB5CDZNCBRTERPSP71YNT15YR0ZE,11,20,"English","Yes","",Trial3,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,3,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler,Young,Young,Young,FillerNo,FillerNo
95,3F0BG9B9MPO56ZH4H2QRZVUM7IU7YV,9,33,"English","Yes","",Trial3,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,3,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler,Old,Middle,Young,FillerNo,FillerNo
18,30ZX6P7VF8W8P9PZPQ8TTHYQJYZ2JG,4,53,"english","Yes","",Trial3,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,3,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler,Old,Old,ReallyOld,FillerYes,FillerYes
15,3NG53N1RLVKFXZUM0KME04X5EXWP85,9,29,"English","Yes","",Trial3,10 20-brave-CxD CxD Greg_was_asked_to_help_his_friend_move. He_agreed_to_do_it. 1 brave to_agree_to_do_it,3,10,20-brave-CxD,CxD,Greg_was_asked_to_help_his_friend_move.,He_agreed_to_do_it.,1,brave,to_agree_to_do_it,D,Old,Young,Young,20-brave-CxD,CxD
102,3XM0HYN6NK0W604DDN8ESETRP0UEPT,9,22,"English","Yes","",Trial3,10 9-stupid-CxD CxD Zack_had_wet_hair. He_used_the_hair_dryer. 1 stupid to_use_the_hair_dryer,3,10,9-stupid-CxD,CxD,Zack_had_wet_hair.,He_used_the_hair_dryer.,1,stupid,to_use_the_hair_dryer,D,Young,Young,Young,9-stupid-CxD,CxD
20,3QEMNNSB2X028OMDL63DMAKLPUOD7T,7,34,"English","Yes","",Trial3,8 28-lucky-CnC CnC Eve_bought_a_raffle_ticket._ She_won_the_first_prize. 1 lucky to_win_the_first_prize,3,8,28-lucky-CnC,CnC,Eve_bought_a_raffle_ticket._,She_won_the_first_prize.,1,lucky,to_win_the_first_prize,C,Old,Middle,Young,28-lucky-CnC,CnC
48,3EQHHY4HQSTQX4ILZ3POUB9MBG9G5R,3,23,"english","Yes","Quick+and+easy+to+understand.",Trial3,4 22-brave-CnC CnC Greg_saw_a_man_hit_a_dog. He_stood_up_to_the_man. 1 brave to_stand_up_to_the_man,3,4,22-brave-CnC,CnC,Greg_saw_a_man_hit_a_dog.,He_stood_up_to_the_man.,1,brave,to_stand_up_to_the_man,C,Young,Young,Young,22-brave-CnC,CnC
110,37WLF8U1WPRRIUEIUDK8K9FFES0K6D,11,26,"english","Yes","",Trial3,12 16-fortunate-CnD CnD Sue_was_training_to_become_a_dancer. She_developed_back_problems. 4 fortunate to_develop_back_problems,3,12,16-fortunate-CnD,CnD,Sue_was_training_to_become_a_dancer.,She_developed_back_problems.,4,fortunate,to_develop_back_problems,D,Young,Young,Young,16-fortunate-CnD,CnD
17,3DHE4R9OCWCYY7ZYHKNQW46AR6IG2Q,4,24,"English","Yes","",Trial3,5 38-foolish-CxD CxD Kate_wanted_to_exercise. She_went_for_a_run. 2 foolish to_go_for_a_run,3,5,38-foolish-CxD,CxD,Kate_wanted_to_exercise.,She_went_for_a_run.,2,foolish,to_go_for_a_run,D,Young,Young,Young,38-foolish-CxD,CxD
64,32SCWG5HIH5STLBY75PGGQ1E82F6P9,10,21,"English","Yes","",Trial3,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,3,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler,Young,Young,Young,FillerYes,FillerYes
105,3VELCLL3GKKLVML7NWHU90WTYLCF1H,10,29,"English","Yes","",Trial3,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,3,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler,Old,Young,Young,FillerYes,FillerYes
4,3Z7EFSHGN9FMIBMQ3NC0W3FR6NZXCG,10,37,"English","Yes","No+comments.+Thanks.",Trial3,11 50-rude-CxD CxD Ann's_boyfriend_made_fun_of_her_haircut. She_ignored_him. 7 rude to_ignore_him,3,11,50-rude-CxD,CxD,Ann's_boyfriend_made_fun_of_her_haircut.,She_ignored_him.,7,rude,to_ignore_him,D,Old,Middle,Young,50-rude-CxD,CxD
87,3H7Z272LX78AC6E5U9VI59JBYX4PL0,10,34,"English","Yes","n%2Fa",Trial3,11 15-fortunate-CxD CxD Sue_spontaneously_went_on_a_hike_in_the_mountains. She_was_wearing_flip-flops. 6 fortunate to_be_wearing_flip-flops,3,11,15-fortunate-CxD,CxD,Sue_spontaneously_went_on_a_hike_in_the_mountains.,She_was_wearing_flip-flops.,6,fortunate,to_be_wearing_flip-flops,D,Old,Middle,Young,15-fortunate-CxD,CxD
61,3MB8LZR5BFU91FHPHHQA9SXC4NYKLU,10,30,"English","Yes","",Trial3,11 1-smart-CxC CxC Jane's_father_couldn't_hear_the_TV. She_turned_up_the_volume. 1 smart to_turn_up_the_volume,3,11,1-smart-CxC,CxC,Jane's_father_couldn't_hear_the_TV.,She_turned_up_the_volume.,1,smart,to_turn_up_the_volume,C,Old,Middle,Young,1-smart-CxC,CxC
120,30LB5CDZNCBRTERPSP71YNT15YZZ0L,10,21,"English","Yes","",Trial3,11 50-rude-CxD CxD Ann's_boyfriend_made_fun_of_her_haircut. She_ignored_him. 7 rude to_ignore_him,3,11,50-rude-CxD,CxD,Ann's_boyfriend_made_fun_of_her_haircut.,She_ignored_him.,7,rude,to_ignore_him,D,Young,Young,Young,50-rude-CxD,CxD
57,32UTUBMZ7GXB4HPPP8FNXYCO8RRVB4,10,30,"english%2C+spanish","Yes","I+feel+like+I+got+them+all+wrong.+RIP+to+my+bad+choices",Trial3,11 21-brave-CxD CxD Greg_was_asked_to_mow_his_neighbor's_lawn. He_took_the_job. 7 brave to_take_the_job,3,11,21-brave-CxD,CxD,Greg_was_asked_to_mow_his_neighbor's_lawn.,He_took_the_job.,7,brave,to_take_the_job,D,Old,Middle,Young,21-brave-CxD,CxD
117,3ZSANO2JCF8LP6K10FWE51J2OLQSFF,8,44,"ENGLISH","Yes","",Trial3,9 44-polite-CxC CxC Chad_was_watching_a_theater_play. He_applauded. 1 polite to_applaud,3,9,44-polite-CxC,CxC,Chad_was_watching_a_theater_play.,He_applauded.,1,polite,to_applaud,C,Old,Old,Young,44-polite-CxC,CxC
1,3TDXMTX3CBV0CZOUUAZW7T02MOLI6A,1,35,"ENGLISH","Yes","ANSWERS+CAN+BE+YES+OR+NO+ONLY",Trial3,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,3,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler,Old,Middle,Young,FillerNo,FillerNo
66,3KKG4CDWKIZTMBRD7S04X2HL77S49S,4,25,"English","Yes","Thank+you+for+the+opportunity+to+complete+the+survey!",Trial3,5 9-stupid-CnC CnC Zack_discovered_that_his_girlfriend_was_cheating. He_married_her. 2 stupid to_marry_her,3,5,9-stupid-CnC,CnC,Zack_discovered_that_his_girlfriend_was_cheating.,He_married_her.,2,stupid,to_marry_her,C,Young,Young,Young,9-stupid-CnC,CnC
101,32N49TQG3GJ6L7KXJUFR2NSIQ98AVQ,9,59,"English","Yes","Very+interesting+study.+How+language+changes+is+fascinating.+Good+luck+with+the+project.",Trial3,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,3,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler,Old,Old,ReallyOld,FillerNo,FillerNo
88,3WQ3B2KGE8HVI59RIUVYQA58JNMB1X,9,32,"English","Yes","",Trial3,10 46-polite-CnC CnC Chad_was_standing_in_front_of_his_friend's_door. He_knocked_gently. 2 polite to_knock_gently,3,10,46-polite-CnC,CnC,Chad_was_standing_in_front_of_his_friend's_door.,He_knocked_gently.,2,polite,to_knock_gently,C,Old,Middle,Young,46-polite-CnC,CnC
84,3VHHR074H3IL60A5YN115NSQY3ZL7Q,6,60,"English","Yes","This+was+an+interesting+experiment.",Trial3,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,3,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler,Old,Old,ReallyOld,FillerNo,FillerNo
91,3IAS3U3I0FH27QRN1YVCVTFDBT0B2E,8,59,"English","Yes","",Trial3,9 37-foolish-CxC CxC Kate_was_completely_broke. She_went_shopping. 4 foolish to_go_shopping,3,9,37-foolish-CxC,CxC,Kate_was_completely_broke.,She_went_shopping.,4,foolish,to_go_shopping,C,Old,Old,ReallyOld,37-foolish-CxC,CxC
